pair,MEM1,MEM2,infection1,infection2,dataset1,dataset2,Jaccard
"('Gimme_model_I_NHBE_alt', 'tINIT_model_I_A549_alt')",tINIT,GIMME,infected,infected,A549,HBE,0.2737146158290006
"('IMAT_model_H_293T_alt', 'tINIT_model_I_A549_alt')",tINIT,iMAT,infected,healthy,A549,293T,0.3611807833301177
"('IMAT_model_H_A549_alt', 'tINIT_model_I_A549_alt')",tINIT,iMAT,infected,healthy,A549,A549,0.4004411469821536
"('IMAT_model_H_CALU_alt', 'tINIT_model_I_A549_alt')",tINIT,iMAT,infected,healthy,A549,Calu-3,0.40035942492012777
"('IMAT_model_H_Lung_alt', 'tINIT_model_I_A549_alt')",tINIT,iMAT,infected,healthy,A549,Lung,0.31359607769187253
"('IMAT_model_H_NHBE_alt', 'tINIT_model_I_A549_alt')",tINIT,iMAT,infected,healthy,A549,HBE,0.3480865867800541
"('iMAT_model_I_293T_alt', 'tINIT_model_I_A549_alt')",tINIT,iMAT,infected,infected,A549,293T,0.34018619084561674
"('iMAT_model_I_A549_alt', 'tINIT_model_I_A549_alt')",tINIT,iMAT,infected,infected,A549,A549,0.40148923324612595
"('iMAT_model_I_CALU_alt', 'tINIT_model_I_A549_alt')",tINIT,iMAT,infected,infected,A549,Calu-3,0.3372884652791286
"('iMAT_model_I_Lung_alt', 'tINIT_model_I_A549_alt')",tINIT,iMAT,infected,infected,A549,Lung,0.3232211803640375
"('IMAT_model_I_NHBE_alt', 'tINIT_model_I_A549_alt')",tINIT,iMAT,infected,infected,A549,HBE,0.3471654003506721
"('INIT_model_H_293T_alt', 'tINIT_model_I_A549_alt')",tINIT,INIT,infected,healthy,A549,293T,0.5883561643835616
"('INIT_model_H_A549_alt', 'tINIT_model_I_A549_alt')",tINIT,INIT,infected,healthy,A549,A549,0.9090463348860015
"('INIT_model_H_CALU_alt', 'tINIT_model_I_A549_alt')",tINIT,INIT,infected,healthy,A549,Calu-3,0.713669391462307
"('INIT_model_H_Lung_alt', 'tINIT_model_I_A549_alt')",tINIT,INIT,infected,healthy,A549,Lung,0.5109308091052513
"('INIT_model_H_NHBE', 'tINIT_model_I_A549_alt')",tINIT,INIT,infected,healthy,A549,HBE,0.6289664551223935
"('INIT_model_I_293T_alt', 'tINIT_model_I_A549_alt')",tINIT,INIT,infected,infected,A549,293T,0.5099124020285846
"('INIT_model_I_A549_alt', 'tINIT_model_I_A549_alt')",tINIT,INIT,infected,infected,A549,A549,0.945057701956849
"('INIT_model_I_CALU_alt', 'tINIT_model_I_A549_alt')",tINIT,INIT,infected,infected,A549,Calu-3,0.6902394938996836
"('INIT_model_I_Lung_alt', 'tINIT_model_I_A549_alt')",tINIT,INIT,infected,infected,A549,Lung,0.5485307212822796
"('INIT_model_I_NHBE', 'tINIT_model_I_A549_alt')",tINIT,INIT,infected,infected,A549,HBE,0.6277438334464811
"('tINIT_model_H_293T_alt', 'tINIT_model_I_A549_alt')",tINIT,tINIT,infected,healthy,A549,293T,0.6060270330157324
"('tINIT_model_H_A549_alt', 'tINIT_model_I_A549_alt')",tINIT,tINIT,infected,healthy,A549,A549,0.8963414634146342
"('tINIT_model_H_CALU_alt', 'tINIT_model_I_A549_alt')",tINIT,tINIT,infected,healthy,A549,Calu-3,0.7197971781305115
"('tINIT_model_H_Lung_alt', 'tINIT_model_I_A549_alt')",tINIT,tINIT,infected,healthy,A549,Lung,0.555044867585905
"('tINIT_model_H_NHBE', 'tINIT_model_I_A549_alt')",tINIT,tINIT,infected,healthy,A549,HBE,0.656523642732049
"('tINIT_model_I_293T_alt', 'tINIT_model_I_A549_alt')",tINIT,tINIT,infected,infected,A549,293T,0.5443241998618467
"('tINIT_model_I_A549_alt', 'tINIT_model_I_CALU_alt')",tINIT,tINIT,infected,infected,A549,Calu-3,0.7302304563940353
"('tINIT_model_I_A549_alt', 'tINIT_model_I_Lung_alt')",tINIT,tINIT,infected,infected,A549,Lung,0.5874419632986956
"('tINIT_model_I_A549_alt', 'tINIT_model_I_NHBE')",tINIT,tINIT,infected,infected,A549,HBE,0.6692255588168887
"('Gimme_model_H_293T_alt', 'tINIT_model_I_CALU_alt')",tINIT,GIMME,infected,healthy,Calu-3,293T,0.24890628597743494
"('Gimme_model_H_A549_alt', 'tINIT_model_I_CALU_alt')",tINIT,GIMME,infected,healthy,Calu-3,A549,0.26348619614185054
"('Gimme_model_H_CALU_alt', 'tINIT_model_I_CALU_alt')",tINIT,GIMME,infected,healthy,Calu-3,Calu-3,0.2750262207201958
"('Gimme_model_H_Lung_alt', 'tINIT_model_I_CALU_alt')",tINIT,GIMME,infected,healthy,Calu-3,Lung,0.24765607134690143
"('Gimme_model_H_NHBE_alt', 'tINIT_model_I_CALU_alt')",tINIT,GIMME,infected,healthy,Calu-3,HBE,0.262956964368348
"('Gimme_model_I_293T_alt', 'tINIT_model_I_CALU_alt')",tINIT,GIMME,infected,infected,Calu-3,293T,0.24291027429102743
"('Gimme_model_I_A549_alt', 'tINIT_model_I_CALU_alt')",tINIT,GIMME,infected,infected,Calu-3,A549,0.2570496387788394
"('Gimme_model_I_CALU_alt', 'tINIT_model_I_CALU_alt')",tINIT,GIMME,infected,infected,Calu-3,Calu-3,0.26856406652611853
"('Gimme_model_I_Lung_alt', 'tINIT_model_I_CALU_alt')",tINIT,GIMME,infected,infected,Calu-3,Lung,0.22318083777954364
"('Gimme_model_I_NHBE_alt', 'tINIT_model_I_CALU_alt')",tINIT,GIMME,infected,infected,Calu-3,HBE,0.25810968494749126
"('IMAT_model_H_293T_alt', 'tINIT_model_I_CALU_alt')",tINIT,iMAT,infected,healthy,Calu-3,293T,0.36478365384615385
"('IMAT_model_H_A549_alt', 'tINIT_model_I_CALU_alt')",tINIT,iMAT,infected,healthy,Calu-3,A549,0.3609204683084376
"('IMAT_model_H_CALU_alt', 'tINIT_model_I_CALU_alt')",tINIT,iMAT,infected,healthy,Calu-3,Calu-3,0.4018633540372671
"('IMAT_model_H_Lung_alt', 'tINIT_model_I_CALU_alt')",tINIT,iMAT,infected,healthy,Calu-3,Lung,0.3202434714313764
"('IMAT_model_H_NHBE_alt', 'tINIT_model_I_CALU_alt')",tINIT,iMAT,infected,healthy,Calu-3,HBE,0.35581957309706
"('iMAT_model_I_293T_alt', 'tINIT_model_I_CALU_alt')",tINIT,iMAT,infected,infected,Calu-3,293T,0.3394937725994375
"('iMAT_model_I_A549_alt', 'tINIT_model_I_CALU_alt')",tINIT,iMAT,infected,infected,Calu-3,A549,0.36321233015615495
"('iMAT_model_I_CALU_alt', 'tINIT_model_I_CALU_alt')",tINIT,iMAT,infected,infected,Calu-3,Calu-3,0.3561643835616438
"('iMAT_model_I_Lung_alt', 'tINIT_model_I_CALU_alt')",tINIT,iMAT,infected,infected,Calu-3,Lung,0.3217407829722539
"('IMAT_model_I_NHBE_alt', 'tINIT_model_I_CALU_alt')",tINIT,iMAT,infected,infected,Calu-3,HBE,0.35492385786802033
"('INIT_model_H_293T_alt', 'tINIT_model_I_CALU_alt')",tINIT,INIT,infected,healthy,Calu-3,293T,0.5908552475716655
"('INIT_model_H_A549_alt', 'tINIT_model_I_CALU_alt')",tINIT,INIT,infected,healthy,Calu-3,A549,0.7031602708803611
"('INIT_model_H_CALU_alt', 'tINIT_model_I_CALU_alt')",tINIT,INIT,infected,healthy,Calu-3,Calu-3,0.8063798219584569
"('INIT_model_H_Lung_alt', 'tINIT_model_I_CALU_alt')",tINIT,INIT,infected,healthy,Calu-3,Lung,0.5411399952301454
"('INIT_model_H_NHBE', 'tINIT_model_I_CALU_alt')",tINIT,INIT,infected,healthy,Calu-3,HBE,0.6500356379187455
"('INIT_model_I_293T_alt', 'tINIT_model_I_CALU_alt')",tINIT,INIT,infected,infected,Calu-3,293T,0.5065679484117507
"('INIT_model_I_A549_alt', 'tINIT_model_I_CALU_alt')",tINIT,INIT,infected,infected,Calu-3,A549,0.6997058157954288
"('INIT_model_I_CALU_alt', 'tINIT_model_I_CALU_alt')",tINIT,INIT,infected,infected,Calu-3,Calu-3,0.9319455564451561
"('INIT_model_I_Lung_alt', 'tINIT_model_I_CALU_alt')",tINIT,INIT,infected,infected,Calu-3,Lung,0.5006705409029951
"('INIT_model_I_NHBE', 'tINIT_model_I_CALU_alt')",tINIT,INIT,infected,infected,Calu-3,HBE,0.6637146960268071
"('tINIT_model_H_293T_alt', 'tINIT_model_I_CALU_alt')",tINIT,tINIT,infected,healthy,Calu-3,293T,0.6098345588235294
"('tINIT_model_H_A549_alt', 'tINIT_model_I_CALU_alt')",tINIT,tINIT,infected,healthy,Calu-3,A549,0.7134119702927042
"('tINIT_model_H_CALU_alt', 'tINIT_model_I_CALU_alt')",tINIT,tINIT,infected,healthy,Calu-3,Calu-3,0.8096720134067512
"('tINIT_model_H_Lung_alt', 'tINIT_model_I_CALU_alt')",tINIT,tINIT,infected,healthy,Calu-3,Lung,0.5842566943674977
"('tINIT_model_H_NHBE', 'tINIT_model_I_CALU_alt')",tINIT,tINIT,infected,healthy,Calu-3,HBE,0.6777370590929913
"('tINIT_model_I_293T_alt', 'tINIT_model_I_CALU_alt')",tINIT,tINIT,infected,infected,Calu-3,293T,0.5436962750716332
"('tINIT_model_I_A549_alt', 'tINIT_model_I_CALU_alt')",tINIT,tINIT,infected,infected,Calu-3,A549,0.7302304563940353
"('tINIT_model_I_CALU_alt', 'tINIT_model_I_Lung_alt')",tINIT,tINIT,infected,infected,Calu-3,Lung,0.5445235975066786
"('tINIT_model_I_CALU_alt', 'tINIT_model_I_NHBE')",tINIT,tINIT,infected,infected,Calu-3,HBE,0.7066825775656325
"('Gimme_model_H_293T_alt', 'tINIT_model_I_Lung_alt')",tINIT,GIMME,infected,healthy,Lung,293T,0.2490966032281378
"('Gimme_model_H_A549_alt', 'tINIT_model_I_Lung_alt')",tINIT,GIMME,infected,healthy,Lung,A549,0.23232799245994346
"('Gimme_model_H_CALU_alt', 'tINIT_model_I_Lung_alt')",tINIT,GIMME,infected,healthy,Lung,Calu-3,0.22202756365335202
"('Gimme_model_H_Lung_alt', 'tINIT_model_I_Lung_alt')",tINIT,GIMME,infected,healthy,Lung,Lung,0.26733875865419654
"('Gimme_model_H_NHBE_alt', 'tINIT_model_I_Lung_alt')",tINIT,GIMME,infected,healthy,Lung,HBE,0.2516786570743405
"('Gimme_model_I_293T_alt', 'tINIT_model_I_Lung_alt')",tINIT,GIMME,infected,infected,Lung,293T,0.235607160135462
"('Gimme_model_I_A549_alt', 'tINIT_model_I_Lung_alt')",tINIT,GIMME,infected,infected,Lung,A549,0.22796569795140542
"('Gimme_model_I_CALU_alt', 'tINIT_model_I_Lung_alt')",tINIT,GIMME,infected,infected,Lung,Calu-3,0.22709493895934574
"('Gimme_model_I_Lung_alt', 'tINIT_model_I_Lung_alt')",tINIT,GIMME,infected,infected,Lung,Lung,0.2955460493205838
"('Gimme_model_I_NHBE_alt', 'tINIT_model_I_Lung_alt')",tINIT,GIMME,infected,infected,Lung,HBE,0.24745762711864408
"('IMAT_model_H_293T_alt', 'tINIT_model_I_Lung_alt')",tINIT,iMAT,infected,healthy,Lung,293T,0.35450074834295486
"('IMAT_model_H_A549_alt', 'tINIT_model_I_Lung_alt')",tINIT,iMAT,infected,healthy,Lung,A549,0.2971629737005591
"('IMAT_model_H_CALU_alt', 'tINIT_model_I_Lung_alt')",tINIT,iMAT,infected,healthy,Lung,Calu-3,0.2834998980216194
"('IMAT_model_H_Lung_alt', 'tINIT_model_I_Lung_alt')",tINIT,iMAT,infected,healthy,Lung,Lung,0.3464108644104333
"('IMAT_model_H_NHBE_alt', 'tINIT_model_I_Lung_alt')",tINIT,iMAT,infected,healthy,Lung,HBE,0.32718014003819224
"('iMAT_model_I_293T_alt', 'tINIT_model_I_Lung_alt')",tINIT,iMAT,infected,infected,Lung,293T,0.2887778471788466
"('iMAT_model_I_A549_alt', 'tINIT_model_I_Lung_alt')",tINIT,iMAT,infected,infected,Lung,A549,0.29866888519134777
"('iMAT_model_I_CALU_alt', 'tINIT_model_I_Lung_alt')",tINIT,iMAT,infected,infected,Lung,Calu-3,0.2740633409232043
"('iMAT_model_I_Lung_alt', 'tINIT_model_I_Lung_alt')",tINIT,iMAT,infected,infected,Lung,Lung,0.4630675400948724
"('IMAT_model_I_NHBE_alt', 'tINIT_model_I_Lung_alt')",tINIT,iMAT,infected,infected,Lung,HBE,0.32286995515695066
"('INIT_model_H_293T_alt', 'tINIT_model_I_Lung_alt')",tINIT,INIT,infected,healthy,Lung,293T,0.3949899351375531
"('INIT_model_H_A549_alt', 'tINIT_model_I_Lung_alt')",tINIT,INIT,infected,healthy,Lung,A549,0.5600441501103752
"('INIT_model_H_CALU_alt', 'tINIT_model_I_Lung_alt')",tINIT,INIT,infected,healthy,Lung,Calu-3,0.5004395604395604
"('INIT_model_H_Lung_alt', 'tINIT_model_I_Lung_alt')",tINIT,INIT,infected,healthy,Lung,Lung,0.5587392550143266
"('INIT_model_H_NHBE', 'tINIT_model_I_Lung_alt')",tINIT,INIT,infected,healthy,Lung,HBE,0.5001159823706797
"('INIT_model_I_293T_alt', 'tINIT_model_I_Lung_alt')",tINIT,INIT,infected,infected,Lung,293T,0.39573856835049076
"('INIT_model_I_A549_alt', 'tINIT_model_I_Lung_alt')",tINIT,INIT,infected,infected,Lung,A549,0.5576965669988926
"('INIT_model_I_CALU_alt', 'tINIT_model_I_Lung_alt')",tINIT,INIT,infected,infected,Lung,Calu-3,0.5078055307760928
"('INIT_model_I_Lung_alt', 'tINIT_model_I_Lung_alt')",tINIT,INIT,infected,infected,Lung,Lung,0.908784817875727
"('INIT_model_I_NHBE', 'tINIT_model_I_Lung_alt')",tINIT,INIT,infected,infected,Lung,HBE,0.4928505535055351
"('tINIT_model_H_293T_alt', 'tINIT_model_I_Lung_alt')",tINIT,tINIT,infected,healthy,Lung,293T,0.42782152230971127
"('tINIT_model_H_A549_alt', 'tINIT_model_I_Lung_alt')",tINIT,tINIT,infected,healthy,Lung,A549,0.580347564900236
"('tINIT_model_H_CALU_alt', 'tINIT_model_I_Lung_alt')",tINIT,tINIT,infected,healthy,Lung,Calu-3,0.5192018880068655
"('tINIT_model_H_Lung_alt', 'tINIT_model_I_Lung_alt')",tINIT,tINIT,infected,healthy,Lung,Lung,0.5839741999503845
"('tINIT_model_H_NHBE', 'tINIT_model_I_Lung_alt')",tINIT,tINIT,infected,healthy,Lung,HBE,0.5297140303842717
"('tINIT_model_I_293T_alt', 'tINIT_model_I_Lung_alt')",tINIT,tINIT,infected,infected,Lung,293T,0.42921938410121746
"('tINIT_model_I_A549_alt', 'tINIT_model_I_Lung_alt')",tINIT,tINIT,infected,infected,Lung,A549,0.5874419632986956
"('tINIT_model_I_CALU_alt', 'tINIT_model_I_Lung_alt')",tINIT,tINIT,infected,infected,Lung,Calu-3,0.5445235975066786
"('tINIT_model_I_Lung_alt', 'tINIT_model_I_NHBE')",tINIT,tINIT,infected,infected,Lung,HBE,0.5347286108555658
"('Gimme_model_H_293T_alt', 'tINIT_model_I_NHBE')",tINIT,GIMME,infected,healthy,HBE,293T,0.24873156342182892
"('Gimme_model_H_A549_alt', 'tINIT_model_I_NHBE')",tINIT,GIMME,infected,healthy,HBE,A549,0.25949964597592634
"('Gimme_model_H_CALU_alt', 'tINIT_model_I_NHBE')",tINIT,GIMME,infected,healthy,HBE,Calu-3,0.26044864226682407
"('Gimme_model_H_Lung_alt', 'tINIT_model_I_NHBE')",tINIT,GIMME,infected,healthy,HBE,Lung,0.24424447820497838
"('Gimme_model_H_NHBE_alt', 'tINIT_model_I_NHBE')",tINIT,GIMME,infected,healthy,HBE,HBE,0.27477261847774054
"('Gimme_model_I_293T_alt', 'tINIT_model_I_NHBE')",tINIT,GIMME,infected,infected,HBE,293T,0.24733883506757565
"('Gimme_model_I_A549_alt', 'tINIT_model_I_NHBE')",tINIT,GIMME,infected,infected,HBE,A549,0.2569278547539417
"('Gimme_model_I_CALU_alt', 'tINIT_model_I_NHBE')",tINIT,GIMME,infected,infected,HBE,Calu-3,0.2474616292798111
"('Gimme_model_I_Lung_alt', 'tINIT_model_I_NHBE')",tINIT,GIMME,infected,infected,HBE,Lung,0.21643518518518517
"('Gimme_model_I_NHBE_alt', 'tINIT_model_I_NHBE')",tINIT,GIMME,infected,infected,HBE,HBE,0.2749424172626985
"('IMAT_model_H_293T_alt', 'tINIT_model_I_NHBE')",tINIT,iMAT,infected,healthy,HBE,293T,0.35261309646767197
"('IMAT_model_H_A549_alt', 'tINIT_model_I_NHBE')",tINIT,iMAT,infected,healthy,HBE,A549,0.37515923566878984
"('IMAT_model_H_CALU_alt', 'tINIT_model_I_NHBE')",tINIT,iMAT,infected,healthy,HBE,Calu-3,0.39434204886412344
"('IMAT_model_H_Lung_alt', 'tINIT_model_I_NHBE')",tINIT,iMAT,infected,healthy,HBE,Lung,0.3325768516608211
"('IMAT_model_H_NHBE_alt', 'tINIT_model_I_NHBE')",tINIT,iMAT,infected,healthy,HBE,HBE,0.3984864864864865
"('iMAT_model_I_293T_alt', 'tINIT_model_I_NHBE')",tINIT,iMAT,infected,infected,HBE,293T,0.35714285714285715
"('iMAT_model_I_A549_alt', 'tINIT_model_I_NHBE')",tINIT,iMAT,infected,infected,HBE,A549,0.3747072599531616
"('iMAT_model_I_CALU_alt', 'tINIT_model_I_NHBE')",tINIT,iMAT,infected,infected,HBE,Calu-3,0.3375341314849821
"('iMAT_model_I_Lung_alt', 'tINIT_model_I_NHBE')",tINIT,iMAT,infected,infected,HBE,Lung,0.31047992164544563
"('IMAT_model_I_NHBE_alt', 'tINIT_model_I_NHBE')",tINIT,iMAT,infected,infected,HBE,HBE,0.39729611862189274
"('INIT_model_H_293T_alt', 'tINIT_model_I_NHBE')",tINIT,INIT,infected,healthy,HBE,293T,0.5820456217807212
"('INIT_model_H_A549_alt', 'tINIT_model_I_NHBE')",tINIT,INIT,infected,healthy,HBE,A549,0.6433408577878104
"('INIT_model_H_CALU_alt', 'tINIT_model_I_NHBE')",tINIT,INIT,infected,healthy,HBE,Calu-3,0.6866315285098227
"('INIT_model_H_Lung_alt', 'tINIT_model_I_NHBE')",tINIT,INIT,infected,healthy,HBE,Lung,0.5252276642874724
"('INIT_model_H_NHBE', 'tINIT_model_I_NHBE')",tINIT,INIT,infected,healthy,HBE,HBE,0.8437758763455699
"('INIT_model_I_293T_alt', 'tINIT_model_I_NHBE')",tINIT,INIT,infected,infected,HBE,293T,0.533756345177665
"('INIT_model_I_A549_alt', 'tINIT_model_I_NHBE')",tINIT,INIT,infected,infected,HBE,A549,0.6404799637763188
"('INIT_model_I_CALU_alt', 'tINIT_model_I_NHBE')",tINIT,INIT,infected,infected,HBE,Calu-3,0.6684210526315789
"('INIT_model_I_Lung_alt', 'tINIT_model_I_NHBE')",tINIT,INIT,infected,infected,HBE,Lung,0.4914431082331175
"('INIT_model_I_NHBE', 'tINIT_model_I_NHBE')",tINIT,INIT,infected,infected,HBE,HBE,0.9163083978217255
"('tINIT_model_H_293T_alt', 'tINIT_model_I_NHBE')",tINIT,tINIT,infected,healthy,HBE,293T,0.6034728829686014
"('tINIT_model_H_A549_alt', 'tINIT_model_I_NHBE')",tINIT,tINIT,infected,healthy,HBE,A549,0.6515580736543909
"('tINIT_model_H_CALU_alt', 'tINIT_model_I_NHBE')",tINIT,tINIT,infected,healthy,HBE,Calu-3,0.6939154667905248
"('tINIT_model_H_Lung_alt', 'tINIT_model_I_NHBE')",tINIT,tINIT,infected,healthy,HBE,Lung,0.565733270052207
"('tINIT_model_H_NHBE', 'tINIT_model_I_NHBE')",tINIT,tINIT,infected,healthy,HBE,HBE,0.8608328940432262
"('tINIT_model_I_293T_alt', 'tINIT_model_I_NHBE')",tINIT,tINIT,infected,infected,HBE,293T,0.570017726006584
"('tINIT_model_I_A549_alt', 'tINIT_model_I_NHBE')",tINIT,tINIT,infected,infected,HBE,A549,0.6692255588168887
"('tINIT_model_I_CALU_alt', 'tINIT_model_I_NHBE')",tINIT,tINIT,infected,infected,HBE,Calu-3,0.7066825775656325
"('tINIT_model_I_Lung_alt', 'tINIT_model_I_NHBE')",tINIT,tINIT,infected,infected,HBE,Lung,0.5347286108555658
